Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P80495	3SIMB_DENPO	reviewed	Adrenergic toxin rho-elapitoxin-Dp1a (rho-EPTX-Dp1a) (Muscarinic toxin beta) (MT-beta)		Dendroaspis polylepis polylepis (Black mamba)	65
P0C552	3SOIK_BUNFA	reviewed	Neurotoxin 3FTx-LK		Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	78
P01402	3SOK1_HEMHA	reviewed	Weak toxin CM-1b		Hemachatus haemachatus (Rinkhals) (Sepedon haemachatus)	57
A8S6A8	3L21_AUSSU	reviewed	Long neurotoxin 1 (LNTX-1)		Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus)	90
C0JAY1	A1KA1_LOXSA	reviewed	Phospholipase D LsaSicTox-alphaIB1ai (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles sabina (Tucson recluse spider)	273
C0JAZ0	A1KA6_LOXSA	reviewed	Phospholipase D LsaSicTox-alphaIB1avi (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles sabina (Tucson recluse spider)	273
C0JAY2	A1KB1_LOXSA	reviewed	Phospholipase D LsaSicTox-alphaIB1bi (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles sabina (Tucson recluse spider)	273
C0JAT4	A1H1_LOXHI	reviewed	Phospholipase D LhSicTox-alphaIA1i (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles hirsuta (Recluse spider)	273
Q56JA9	A1H_LOXSM	reviewed	Phospholipase D LsSicTox-alphaIA1 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin 1) (LsD1) (Sphingomyelin phosphodiesterase D 1) (SMD 1) (SMase D 1) (Sphingomyelinase D 1)		Loxosceles similis (Brazilian brown spider) (Loxosceles surata)	280
C5ILC5	3L22A_OPHHA	reviewed	Alpha-elapitoxin-Oh2a (Alpha-EPTX-Oh2a) (Long chain neurotoxin)		Ophiophagus hannah (King cobra) (Naja hannah)	93
P0DKW9	3L22E_ACAAN	reviewed	Alpha-elapitoxin-Aa2e (Alpha-EPTX-Aa2e) (Aa el/Aa e2)		Acanthophis antarcticus (Common death adder)	79
A6MFK5	3L22_DEMVE	reviewed	Long neurotoxin LNTX-2		Demansia vestigiata (Lesser black whip snake) (Demansia atra)	88
P25682	3NOJ6_DENJA	reviewed	Toxin S6C6		Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba)	63
A3FM53	3L22_HYDHA	reviewed	Long neurotoxin 2		Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii)	93
P25669	3L22_NAJNA	reviewed	Long neurotoxin 2 (Toxin B)		Naja naja (Indian cobra)	71
C0HJW9	3NO21_NAJKA	reviewed	Neurotoxin Nk-3FTx (Fragment)		Naja kaouthia (Monocled cobra) (Naja siamensis)	33
P25671	3L23_NAJNA	reviewed	Long neurotoxin 3 (Toxin C)		Naja naja (Indian cobra)	71
P01442	3SA2_NAJAT	reviewed	Cytotoxin 2 (Cardiotoxin 1A) (Cardiotoxin 2) (CTX-2) (Cardiotoxin A2) (CTX A2) (Cardiotoxin II) (Cardiotoxin analog II)		Naja atra (Chinese cobra)	81
P60771	3S1CB_NAJKA	reviewed	Cobrotoxin (CBT) (Short neurotoxin I) (NT1)		Naja kaouthia (Monocled cobra) (Naja siamensis)	83
O42255	3NO25_NAJSP	reviewed	Weak neurotoxin 5 (Wntx-5)		Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix)	86
P10456	3S1D_LATCO	reviewed	Short neurotoxin D		Laticauda colubrina (Yellow-lipped sea krait) (Banded sea krait)	83
F8J2E2	3L277_DRYCN	reviewed	Long neurotoxin 77 (LNTX-77)		Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides)	92
Q7T3J2	3L2A_BUNCA	reviewed	Alpha-elapitoxin-Bm2a (Alpha-EPTX-Bm2a) (Alpha-bungarotoxin, isoform A31)		Bungarus candidus (Malayan krait)	95
P60306	3SADB_NAJAT	reviewed	Cytotoxin SP13b		Naja atra (Chinese cobra)	60
Q9YGW9	3S12_LATLA	reviewed	Short neurotoxin VAN-10		Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait)	83
P60303	3SA4_NAJKA	reviewed	Cytotoxin 4 (Cytotoxin IV)		Naja kaouthia (Monocled cobra) (Naja siamensis)	81
P60309	3SAFD_NAJAT	reviewed	Cytotoxin SP15d		Naja atra (Chinese cobra)	60
P84716	3SO3_CAURH	reviewed	Neurotoxin-like protein 1		Causus rhombeatus (Rhombic night adder)	61
Q98961	3SA5_NAJAT	reviewed	Cytotoxin 5 (Cardiotoxin 5) (CTX5)		Naja atra (Chinese cobra)	81
P19958	3S13_AIPLA	reviewed	Short neurotoxin C		Aipysurus laevis (Olive sea snake)	60
P01415	3SO62_NAJHH	reviewed	Weak toxin CM-2		Naja haje haje (Egyptian cobra)	61
Q8AY53	3SO91_BUNCA	reviewed	Candiduxin-1		Bungarus candidus (Malayan krait)	86
P25494	3S11_HYDCY	reviewed	Short neurotoxin 1 (Hydrophitoxin a)		Hydrophis cyanocinctus (Asian annulated sea snake) (Leioselasma cyanocincta)	60
C0HJB0	3SX3_DENAN	reviewed	Mambalgin-3 (Mamb-3)		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	57
Q53B46	3SDC5_OPHHA	reviewed	Beta-cardiotoxin CTX15 (OH-84)		Ophiophagus hannah (King cobra) (Naja hannah)	84
C1IC48	3S14_WALAE	reviewed	Three-finger toxin W-IV		Walterinnesia aegyptia (Desert black snake)	83
P68413	3S11_HYDOR	reviewed	Short neurotoxin 1 (Toxin A)		Hydrophis ornatus (Ornate reef seasnake)	60
P0C1Z0	3SE2_DENAN	reviewed	Fasciculin-2 (Fas-2) (Fas2) (Acetylcholinesterase toxin F-VII) (Fasciculin-II) (FAS-II) (Toxin TA1)		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	61
P86420	3S11_MICFR	reviewed	Frontoxin I (FTx I) (Fragment)		Micrurus frontalis (Coral snake)	56
P18328	3SIM2_DENAN	reviewed	Muscarinic toxin 2 (MT2) (MTx2)		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	86
Q8QGR0	3SIM7_DENAN	reviewed	Muscarinic toxin 7 (MT-7) (MT7) (Muscarinic m1-toxin 1)		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	86
P01410	3SIY1_DENAN	reviewed	Synergistic-type venom protein C8S2, chain 1		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	62
P0C554	3SO3_BUNFA	reviewed	Neurotoxin 3FTx-RK		Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	86
F5CPE0	3SX9_MICAT	reviewed	Three-finger toxin MALT0059C		Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	80
P81946	3SPT_DENAN	reviewed	Thrombostatin (Glycoprotein IIb-IIIa antagonist) (Platelet aggregation inhibitor)		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	59
Q2VBN9	3SXQ_OPHHA	reviewed	Short neurotoxin SNTX26		Ophiophagus hannah (King cobra) (Naja hannah)	78
Q4VRI0	3SXS_OXYSC	reviewed	Scutelatoxin		Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan)	79
C0JAW6	A1KA1_LOXDE	reviewed	Phospholipase D LdSicTox-alphaIB1ai (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles deserta (Desert recluse spider)	273
Q8I914	A311_LOXLA	reviewed	Phospholipase D LlSicTox-alphaIII1i (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (LlH17) (Sphingomyelin phosphodiesterase D 1) (SMD 1) (SMase D 1) (Sphingomyelinase D 1) (Sphingomyelinase I) (SMase I)		Loxosceles laeta (South American recluse spider) (Scytodes laeta)	311
C0JB16	A413_LOXHI	reviewed	Phospholipase D LhSicTox-alphaIV1iii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles hirsuta (Recluse spider)	278
C0JB22	A41_LOXAR	reviewed	Phospholipase D LarSicTox-alphaIV1 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles arizonica (Arizona brown spider)	274
C0JAY4	A1KA2_LOXSA	reviewed	Phospholipase D LsaSicTox-alphaIB1aii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles sabina (Tucson recluse spider)	273
C0JB04	A1P_LOXRU	reviewed	Phospholipase D LruSicTox-alphaIC2 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles rufescens (Mediterranean recluse spider) (Scytodes rufescens)	273
P0C2L0	A1X1_LOXIN	reviewed	Phospholipase D LiSicTox-alphaI-1 (PLD) (EC 3.1.4.4) (35 kDa dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles intermedia (Brown spider)	33
C0JAX1	A1KA6_LOXDE	reviewed	Phospholipase D LdSicTox-alphaIB1avi (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles deserta (Desert recluse spider)	273
C0JAT5	A1H2_LOXHI	reviewed	Phospholipase D LhSicTox-alphaIA1ii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles hirsuta (Recluse spider)	273
P0CE79	A1H2_LOXRE	reviewed	Phospholipase D LrSicTox-alphaIA1ii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (SMaseD/LysoPLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)		Loxosceles reclusa (Brown recluse spider)	305
C0JAS6	A1I1_LOXSP	reviewed	Phospholipase D LspaSicTox-alphaIA2i (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles spadicea (Recluse spider)	273
C0JAQ5	A1IA1_LOXHI	reviewed	Phospholipase D LhSicTox-alphaIA2ai (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles hirsuta (Recluse spider)	273
P0CE83	A1IA1_LOXIN	reviewed	Phospholipase D LiSicTox-alphaIA2ai (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (LiP2) (P2) (Sphingomyelin phosphodiesterase D 2) (SMD 2) (SMase D 2) (Sphingomyelinase D 2)		Loxosceles intermedia (Brown spider)	306
C0JAZ1	A1OA1_LOXVA	reviewed	Phospholipase D LvSicTox-alphaIC1ai (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles variegata (Recluse spider)	273
A7X4R0	3L2O2_OXYMI	reviewed	Long neurotoxin 3FTx-Oxy2		Oxyuranus microlepidotus (Inland taipan) (Diemenia microlepidota)	92
O12962	3LK5_BUNMU	reviewed	Kappa-5-bungarotoxin		Bungarus multicinctus (Many-banded krait)	87
A7X3S2	3NB3_TRIBI	reviewed	Toxin 3FTx-Tri3		Trimorphodon biscutatus (Western lyre snake)	111
P82849	3S1B2_NAJKA	reviewed	Cobrotoxin II (CBT II) (CBT2) (Short neurotoxin 1) (Short neurotoxin 5)		Naja kaouthia (Monocled cobra) (Naja siamensis)	62
P10459	3S1B_LATLA	reviewed	Short neurotoxin B		Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait)	83
P59276	3S1C_NAJKA	reviewed	Cobrotoxin-c (CBT-c) (Short neurotoxin II) (NT2)		Naja kaouthia (Monocled cobra) (Naja siamensis)	61
P0CAR1	3S1D1_MICPY	reviewed	Short neurotoxin D1		Micrurus pyrrhocryptus (Coral snake)	60
Q98962	3SA3D_NAJAT	reviewed	Cytotoxin 3d (Cardiotoxin 3d)		Naja atra (Chinese cobra)	81
P0CAR4	3S12B_MICPY	reviewed	Weak neurotoxin D2B (Fragment)		Micrurus pyrrhocryptus (Coral snake)	58
P0C555	3S1RI_BUNFA	reviewed	Neurotoxin 3FTx-RI		Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	83
Q98956	3SA1B_NAJAT	reviewed	Cytotoxin 1b (Cardiotoxin-1b)		Naja atra (Chinese cobra)	81
Q98958	3SA1D_NAJAT	reviewed	Cytotoxin 1d/1e (Cardiotoxin-1d/1e)		Naja atra (Chinese cobra)	81
P01434	3S11_ACAAN	reviewed	Short neurotoxin 1 (Toxin Aa c)		Acanthophis antarcticus (Common death adder)	62
P86097	3S13_MICSU	reviewed	Three-finger toxin MS3 (Short neurotoxin MS3)		Micrurus surinamensis (Surinam coral snake)	60
P01451	3SA1_NAJOX	reviewed	Cytotoxin 1 (Cytotoxin I) (CTI)		Naja oxiana (Central Asian cobra) (Oxus cobra)	60
P86421	3SX2_MICFR	reviewed	Frontoxin II (FTx II)		Micrurus frontalis (Coral snake)	59
B3EWH9	3SBH_HEMHA	reviewed	Three-finger hemachatoxin		Hemachatus haemachatus (Rinkhals) (Sepedon haemachatus)	61
P68416	3S11_HYDHA	reviewed	Short neurotoxin 1 (SN12) (Toxin 4)		Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii)	81
P60305	3SA8_NAJKA	reviewed	Cytotoxin 1 (CTX1) (CX1) (Cardiotoxin F8) (Toxin CM-6)		Naja kaouthia (Monocled cobra) (Naja siamensis)	60
P19004	3SOD_ASPSC	reviewed	Cytotoxin homolog S4C8		Aspidelaps scutatus (Shield-nose snake)	64
P0C1Y9	3SE1_DENAN	reviewed	Fasciculin-1 (Fas-1) (Fas1) (Fasciculin-I) (FAS-I) (Toxin TA1)		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	61
P62389	3S15_HYDSC	reviewed	Toxin 5		Hydrophis schistosus (Beaked sea snake) (Enhydrina schistosa)	60
P62394	3SOFB_NAJHH	reviewed	Cytotoxin 11 (Toxin CM-12)		Naja haje haje (Egyptian cobra)	62
P01408	3SIY3_DENAN	reviewed	Synergistic-type venom protein C9S3, chain 1		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	63
A7X4T2	3SX6_OXYMI	reviewed	Toxin 3FTx-Oxy6		Oxyuranus microlepidotus (Inland taipan) (Diemenia microlepidota)	81
P60237	3SUB_DENAN	reviewed	Muscarinic m2-toxin		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	63
A1IVR8	3L21_BUNCA	reviewed	Alpha-elapitoxin-Bc2a (Alpha-EPTX-Bc2a) (Alpha-delta-bungarotoxin-1) (Alpha-delta-Bgt-1) (Fragment)		Bungarus candidus (Malayan krait)	75
P01396	3L21_DENPO	reviewed	Alpha-elapitoxin-Dpp2a (Alpha-EPTX-Dpp2a) (Long neurotoxin 1) (Neurotoxin gamma) (Toxin VN1)		Dendroaspis polylepis polylepis (Black mamba)	72
C0JAY5	A1KA3_LOXSA	reviewed	Phospholipase D LsaSicTox-alphaIB1aiii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles sabina (Tucson recluse spider)	273
Q1KY79	A32_LOXLA	reviewed	Phospholipase D LlSicTox-alphaIII2 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Ll2) (Sphingomyelin phosphodiesterase D 2) (SMD 2) (SMase D 2) (Sphingomyelinase D 2)		Loxosceles laeta (South American recluse spider) (Scytodes laeta)	285
P69502	A1XA_LOXGA	reviewed	Phospholipase D LgSicTox-alphaI-Loxn-A (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Loxnecrogin-A) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragments)		Loxosceles gaucho (Spider)	71
C0JB12	A332_LOXLA	reviewed	Phospholipase D LlSicTox-alphaIII3ii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles laeta (South American recluse spider) (Scytodes laeta)	278
C0JAW5	A1KB2_LOXDE	reviewed	Phospholipase D LdSicTox-alphaIB1bii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles deserta (Desert recluse spider)	273
C0JAU9	A1L3_LOXSA	reviewed	Phospholipase D LsaSicTox-alphaIB2iii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles sabina (Tucson recluse spider)	276
C0JAX9	A1MA5_LOXDE	reviewed	Phospholipase D LdSicTox-alphaIB3av (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles deserta (Desert recluse spider)	273
C0JAZ4	A1OB1_LOXVA	reviewed	Phospholipase D LvSicTox-alphaIC1bi (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles variegata (Recluse spider)	272
Q7T2I3	3L2L_LATLA	reviewed	Long neurotoxin LlLong (Fragment)		Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait)	87
P0CJ35	3L2L_OXYSC	reviewed	Taicatoxin, alpha-neurotoxin-like component (TCX, alpha-neurotoxin-like component) (Fragment)		Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan)	28
Q9W7J5	3L2P_PSETE	reviewed	Pseudonajatoxin b homolog (Pt-bp)		Pseudonaja textilis (Eastern brown snake)	103
Q2VBP8	3L2X1_OPHHA	reviewed	Long neurotoxin LNTX1		Ophiophagus hannah (King cobra) (Naja hannah)	94
F8J2F2	3L220_DRYCN	reviewed	Long neurotoxin 20 (LNTX-20) (Long neurotoxin 193R)		Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides)	88
C0HKZ8	3NOJ_WALAE	reviewed	Actiflagelin		Walterinnesia aegyptia (Desert black snake)	63
A7X3M9	3NX1_ERYPO	reviewed	Probable weak neurotoxin 3FTx-Lio1		Erythrolamprus poecilogyrus (Water snake) (Liophis poecilogyrus)	85
P80548	3S11_MICNI	reviewed	Three-finger toxin Mnn I (Neurotoxin alpha) (Nicotinic acetylcholine receptor-binding protein Mnn-9) (Short neurotoxin 1)		Micrurus nigrocinctus (Central American coral snake) (Gargantilla)	60
P25495	3S1A_LATCR	reviewed	Short neurotoxin A		Laticauda crockeri (Crocker's sea krait) (Rennell island sea krait)	62
A1IVR7	3L23_BUNCA	reviewed	Alpha-elapitoxin-Bc2c (Alpha-EPTX-Bc2c) (Alpha-delta-bungarotoxin-3) (Alpha-delta-Bgt-3) (Fragment)		Bungarus candidus (Malayan krait)	75
C0HJR2	3NX2_MICMP	reviewed	Micrurotoxin 2 (MmTX2)		Micrurus mipartitus (Red-tailed coral snake)	64
P86423	3NX4_MICFR	reviewed	Frontoxin IV (FTx IV)		Micrurus frontalis (Coral snake)	64
P01427	3S11_NAJOX	reviewed	Short neurotoxin 1 (Neurotoxin II) (NTX II) (Neurotoxin alpha)		Naja oxiana (Central Asian cobra) (Oxus cobra)	61
P01463	3SA2_NAJNI	reviewed	Cytotoxin 2 (Toxin V(II)2)		Naja nivea (Cape cobra) (Coluber niveus)	60
Q6IZ95	3NO24_BUNCA	reviewed	Neurotoxin Ntx4		Bungarus candidus (Malayan krait)	86
P01452	3SA4_NAJMO	reviewed	Cytotoxin 4 (CTX M3) (Cardiotoxin V(II)4)		Naja mossambica (Mozambique spitting cobra)	60
Q69CJ8	3S11H_OPHHA	reviewed	Weak toxin DE-1 homolog 1 (WTX DE-1 homolog 1)		Ophiophagus hannah (King cobra) (Naja hannah)	83
P01455	3SA1_NAJHA	reviewed	Cytotoxin 1 (Toxin V(II)1)		Naja annulifera (Banded Egyptian cobra) (Naja haje annulifera)	60
Q91135	3SAPF_NAJAT	reviewed	Cytotoxin I-like P-15 (Cardiotoxin I-like P-15)		Naja atra (Chinese cobra)	81
P01448	3SA1_NAJME	reviewed	Cytotoxin 1 (Cytotoxin V(II)1)		Naja melanoleuca (Forest cobra) (Black-lipped cobra)	60
P10808	3S11_BUNFA	reviewed	Short neurotoxin 1 (Toxin V-II-1)		Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	64
P01447	3SA1_NAJNA	reviewed	Cytotoxin 1 (Cobramine-A) (Cytotoxin I) (Cytotoxin XI) (Cytotoxin-like basic protein) (CLBP)		Naja naja (Indian cobra)	60
Q2VBN5	3SDC1_OPHHA	reviewed	Beta-cardiotoxin CTX21		Ophiophagus hannah (King cobra) (Naja hannah)	84
Q9YGW8	3S14_LATLA	reviewed	Short neurotoxin VAN-29		Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait)	83
A0A0U5AUY6	3SA9_NAJNA	reviewed	Cytotoxin 9 (CTX9) (Fragment)		Naja naja (Indian cobra)	72
F5CPD5	3S151_MICAT	reviewed	Three finger toxin MALT0051C (MALT0051C)		Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	81
Q5UFR8	3S11_HYDPR	reviewed	Short neurotoxin 1 (Major/minor neurotoxin)		Hydrophis peronii (Spiny-headed seasnake) (Acalyptophis peronii)	81
Q2VBN8	3SDC9_OPHHA	reviewed	Beta-cardiotoxin CTX9		Ophiophagus hannah (King cobra) (Naja hannah)	84
Q9PUB7	3SOC1_MICCO	reviewed	Alpha-neurotoxin homolog 1 (NXH1)		Micrurus corallinus (Brazilian coral snake)	78
F5CPD9	3S158_MICAT	reviewed	Three finger toxin MALT0058C (MALT0058C)		Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	83
Q9W717	3SO1_NAJAT	reviewed	Neurotoxin-like protein NTL2		Naja atra (Chinese cobra)	86
P01413	3SP1_DENJA	reviewed	Toxin S5C1		Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba)	61
C0JAZ7	A1OB4_LOXVA	reviewed	Phospholipase D LvSicTox-alphaIC1biv (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles variegata (Recluse spider)	272
C0JB28	A424_LOXLA	reviewed	Phospholipase D LlSicTox-alphaIV2iv (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles laeta (South American recluse spider) (Scytodes laeta)	276
A4USB4	A51_LOXIN	reviewed	Phospholipase D LiSicTox-alphaV1 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin 6) (LiRecDT6) (Sphingomyelin phosphodiesterase D 6) (SMD 6) (SMase D 6) (Sphingomyelinase D 6)		Loxosceles intermedia (Brown spider)	307
C0JAY3	A1KB2_LOXSA	reviewed	Phospholipase D LsaSicTox-alphaIB1bii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles sabina (Tucson recluse spider)	273
C0JB06	A21_LOXVA	reviewed	Phospholipase D LvSicTox-alphaII1 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles variegata (Recluse spider)	276
C0JB31	A611_LOXHI	reviewed	Phospholipase D LhSicTox-alphaVI1i (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles hirsuta (Recluse spider)	275
Q4VDB5	A1H_LOXGA	reviewed	Phospholipase D LgSicTox-alphaIA1 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin 1) (Sphingomyelin phosphodiesterase D 1) (SMD 1) (SMase D 1) (Sphingomyelinase D 1)		Loxosceles gaucho (Spider)	280
P0CE84	A1IA2_LOXIN	reviewed	Phospholipase D LiSicTox-alphaIA2aii (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (LiP2) (P2) (LiRecDT2) (Sphingomyelin phosphodiesterase D 2) (SMD 2) (SMase D 2) (Sphingomyelinase D 2) (Fragment)		Loxosceles intermedia (Brown spider)	285
A8HDK9	3L21_OXYSC	reviewed	Long neurotoxin 1 (LNTX-1)		Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan)	92
P01398	3LKB_BUNMU	reviewed	Kappa-bungarotoxin (Kappa-bgt) (Kappa-1-bungarotoxin) (Long neurotoxin 2) (Neuronal bungarotoxin) (nBgt) (Toxin F)		Bungarus multicinctus (Many-banded krait)	87
Q8JFX7	3NOHE_BUNMU	reviewed	Muscarinic toxin BM14		Bungarus multicinctus (Many-banded krait)	103
P01388	3L22_NAJME	reviewed	Long neurotoxin 2 (Neurotoxin B)		Naja melanoleuca (Forest cobra) (Black-lipped cobra)	71
F5CPE4	3S166_MICAT	reviewed	Three finger toxin MALT0066C (MALT0066C)		Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	83
A0S864	3NBA_BOIIR	reviewed	Irditoxin subunit A (IrTxA)		Boiga irregularis (Brown tree snake)	109
A7X3R6	3NX1_LEIMD	reviewed	Toxin 3FTx-Lei1		Leioheterodon madagascariensis (Malagasy giant hognose snake) (Heterodon madagascariensis)	85
P83490	3NBB_COERA	reviewed	Alpha-colubritoxin		Coelognathus radiatus (Radiated ratsnake) (Elaphe radiata)	77
P0CG02	3S1A_HYDTO	reviewed	Toxin aagardi		Hydrophis torquatus (West Coast black-headed sea snake) (Chitulia torquata)	60
Q53B56	3L257_OPHHA	reviewed	Long neurotoxin OH-57		Ophiophagus hannah (King cobra) (Naja hannah)	91
P82662	3L26_OPHHA	reviewed	Alpha-elapitoxin-Oh2b (Alpha-EPTX-Oh2b) (Alpha-neurotoxin) (LNTX3) (Long neurotoxin OH-6A/OH-6B) (OH-3)		Ophiophagus hannah (King cobra) (Naja hannah)	91
P60302	3SA3_NAJSP	reviewed	Cytotoxin 3 (Cardiotoxin-3) (CTX-3) (Ctx3)		Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix)	81
Q90VW1	3S1EB_LATSE	reviewed	Erabutoxin b (ETXB) (Eb) (Short neurotoxin 1b)		Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata)	83
